outcome,week_end,age_group,unvaccinated_rate,vaccinated_rate,boosted_rate,crude_vaccinated_ratio,crude_boosted_ratio,population_unvaccinated,population_vaccinated,population_boosted,outcome_unvaccinated,outcome_vaccinated,outcome_boosted,age_group_min,age_group_max
Deaths,2021-06-05,50-64,10.7,0.0,0.0,0.0,0.0,121592,270415.0,0.0,13,0.0,0.0,50,64
Cases,2022-05-07,30-49,304.8,170.8,457.4,1.8,0.7,130589,286382.0,331646.0,398,489.0,1517.0,30,49
Deaths,2022-08-06,65-79,2.2,0.0,0.0,0.0,0.0,45860,44684.0,169587.0,1,0.0,0.0,65,79
Cases,2022-11-19,18-29,156.0,50.4,81.1,3.1,1.9,82036,212422.0,161555.0,128,107.0,131.0,18,29
Cases,2023-04-22,All,48.8,24.3,39.6,2.0,1.2,538932,859890.0,1040601.0,263,209.0,412.0,999,999
Hospitalizations,2021-04-03,80+,38.0,3.8,0.0,10.0,0.0,42122,26360.0,0.0,16,1.0,0.0,80,200
Deaths,2023-10-21,All,0.2,0.0,0.2,0.0,1.0,517086,861860.0,1042471.0,1,0.0,2.0,999,999
Cases,2022-02-05,50-64,295.2,99.5,106.2,3.0,2.8,48776,157818.0,201587.0,144,157.0,214.0,50,64
Cases,2021-07-17,30-49,69.7,22.0,0.0,3.2,0.0,277043,487172.0,0.0,193,107.0,0.0,30,49
Hospitalizations,2022-11-19,65-79,31.2,32.3,21.0,1.0,1.5,41725,43336.0,171598.0,13,14.0,36.0,65,79
Cases,2023-04-01,All,78.4,43.2,59.7,1.8,1.3,541142,859045.0,1040539.0,424,371.0,621.0,999,999
Hospitalizations,2022-09-10,18-29,13.3,3.3,1.2,4.0,11.1,90487,211509.0,161187.0,12,7.0,2.0,18,29
Hospitalizations,2021-04-03,All,14.0,2.7,0.0,5.2,0.0,1827674,338699.0,0.0,255,9.0,0.0,999,999
Deaths,2022-11-12,65-79,0.0,0.0,0.6,0.0,0.0,42041,43328.0,171584.0,0,0.0,1.0,65,79
Cases,2022-12-10,65-79,262.5,191.5,189.9,1.4,1.4,41147,43350.0,171635.0,108,83.0,326.0,65,79
Cases,2021-04-17,30-49,311.5,30.3,0.0,10.3,0.0,419282,148748.0,0.0,1306,45.0,0.0,30,49
Hospitalizations,2022-06-18,80+,30.2,121.3,52.6,0.2,0.6,26513,12369.0,45641.0,8,15.0,24.0,80,200
Cases,2021-08-21,50-64,239.8,72.8,0.0,3.3,0.0,91732,320054.0,0.0,220,233.0,0.0,50,64
Deaths,2021-07-31,80+,3.1,1.9,0.0,1.6,0.0,32548,52348.0,0.0,1,1.0,0.0,80,200
Hospitalizations,2022-07-16,30-49,11.0,3.6,5.3,3.1,2.1,127190,279873.0,341011.0,14,10.0,18.0,30,49
Cases,2022-01-29,80+,247.7,269.8,137.7,0.9,1.8,27458,16677.0,39936.0,68,45.0,55.0,80,200
Hospitalizations,2022-06-18,All,12.2,7.0,8.3,1.7,1.5,638877,871208.0,984294.0,78,61.0,82.0,999,999
Hospitalizations,2023-01-07,65-79,51.8,30.0,28.0,1.7,1.8,40561,43362.0,171679.0,21,13.0,48.0,65,79
Cases,2021-10-16,50-64,178.4,46.1,0.0,3.9,0.0,75689,329389.0,0.0,135,152.0,0.0,50,64
Deaths,2023-02-18,50-64,0.0,0.0,0.0,0.0,0.0,33956,125555.0,246862.0,0,0.0,0.0,50,64
Hospitalizations,2023-08-26,18-29,0.0,0.9,0.6,0.0,0.0,73401,214130.0,161720.0,0,2.0,1.0,18,29
Cases,2022-11-12,80+,155.0,202.3,155.0,0.8,1.0,25162,11369.0,47090.0,39,23.0,73.0,80,200
Cases,2023-10-28,All,49.2,21.1,35.6,2.3,1.4,514722,862266.0,1043533.0,253,182.0,371.0,999,999
Hospitalizations,2021-05-08,30-49,19.7,0.7,0.0,28.1,0.0,350842,287155.0,0.0,69,2.0,0.0,30,49
Cases,2023-08-19,50-64,120.4,30.2,49.4,4.0,2.4,32398,125726.0,246936.0,39,38.0,122.0,50,64
Cases,2021-10-30,50-64,198.7,57.2,21.7,3.5,9.2,72470,323521.0,18445.0,144,185.0,4.0,50,64
Cases,2021-04-10,65-79,128.8,9.3,0.0,13.8,0.0,99368,107437.0,0.0,128,10.0,0.0,65,79
Hospitalizations,2023-02-25,65-79,34.9,18.4,15.7,1.9,2.2,40075,43402.0,171700.0,14,8.0,27.0,65,79
Deaths,2021-09-18,50-64,7.3,0.6,0.0,12.2,0.0,82757,327000.0,0.0,6,2.0,0.0,50,64
Cases,2023-04-22,50-64,105.2,21.5,38.1,4.9,2.8,33280,125718.0,246902.0,35,27.0,94.0,50,64
Deaths,2022-03-19,18-29,0.0,0.0,0.0,0.0,0.0,99842,220707.0,143769.0,0,0.0,0.0,18,29
Hospitalizations,2023-09-16,65-79,17.9,23.0,16.3,0.8,1.1,39123,43414.0,171757.0,7,10.0,28.0,65,79
Deaths,2023-07-15,50-64,0.0,0.0,0.0,0.0,0.0,32602,125728.0,246933.0,0,0.0,0.0,50,64
Deaths,2023-07-01,18-29,0.0,0.0,0.0,0.0,0.0,74266,214137.0,161703.0,0,0.0,0.0,18,29
Hospitalizations,2023-09-30,65-79,12.9,6.9,7.6,1.9,1.7,38891,43410.0,171762.0,5,3.0,13.0,65,79
Deaths,2022-02-05,30-49,4.9,0.3,0.3,16.3,16.3,142252,308500.0,286318.0,7,1.0,1.0,30,49
Hospitalizations,2022-09-10,All,13.9,5.1,7.5,2.7,1.9,602393,841160.0,1033881.0,84,43.0,78.0,999,999
Hospitalizations,2023-01-21,All,10.9,4.4,7.9,2.5,1.4,550760,855236.0,1040253.0,60,38.0,82.0,999,999
Hospitalizations,2021-11-13,All,13.1,4.3,1.8,3.0,7.3,918456,1426503.0,169151.0,120,62.0,3.0,999,999
Deaths,2022-04-23,18-29,0.0,0.0,0.0,0.0,0.0,97360,218531.0,149251.0,0,0.0,0.0,18,29
Deaths,2022-05-28,30-49,0.0,0.0,0.0,0.0,0.0,129368,283855.0,335115.0,0,0.0,0.0,30,49
Hospitalizations,2023-01-14,80+,48.4,70.3,61.5,0.7,0.8,24777,11372.0,47117.0,12,8.0,29.0,80,200
Hospitalizations,2023-04-29,80+,12.2,26.4,29.7,0.5,0.4,24593,11384.0,47127.0,3,3.0,14.0,80,200
Deaths,2023-04-29,18-29,0.0,0.0,0.0,0.0,0.0,75493,214091.0,161686.0,0,0.0,0.0,18,29
Cases,2021-12-11,18-29,622.9,219.4,113.8,2.8,5.5,147702,295416.0,37772.0,920,648.0,43.0,18,29
Hospitalizations,2022-11-19,50-64,35.8,5.6,7.7,6.4,4.6,36276,125309.0,246713.0,13,7.0,19.0,50,64
Deaths,2023-01-14,All,1.3,0.5,0.7,2.6,1.9,552001,854759.0,1040217.0,7,4.0,7.0,999,999
Deaths,2021-07-24,50-64,3.9,0.0,0.0,0.0,0.0,102426,311064.0,0.0,4,0.0,0.0,50,64
Deaths,2021-07-17,80+,3.0,0.0,0.0,0.0,0.0,33027,51912.0,0.0,1,0.0,0.0,80,200
Hospitalizations,2022-11-05,18-29,12.0,1.4,1.9,8.6,6.3,83590,212234.0,161534.0,10,3.0,3.0,18,29
Cases,2023-10-28,65-79,47.4,57.0,47.6,0.8,1.0,37995,43884.0,172161.0,18,25.0,82.0,65,79
Hospitalizations,2023-08-12,30-49,3.7,1.8,0.6,2.1,6.2,107297,278401.0,347314.0,4,5.0,2.0,30,49
Hospitalizations,2022-01-15,All,86.8,37.9,24.5,2.3,3.5,745375,1023963.0,685691.0,647,388.0,168.0,999,999
Hospitalizations,2022-08-20,80+,87.7,95.0,66.3,0.9,1.3,26236,11583.0,46759.0,23,11.0,31.0,80,200
Deaths,2023-09-09,30-49,0.0,0.0,0.0,0.0,0.0,106855,278397.0,347322.0,0,0.0,0.0,30,49
Hospitalizations,2022-08-13,All,13.9,8.6,11.7,1.6,1.2,611563,848751.0,1018396.0,85,73.0,119.0,999,999
Deaths,2022-06-11,65-79,2.1,4.3,1.2,0.5,1.8,46831,47037.0,166138.0,1,2.0,2.0,65,79
Cases,2022-08-20,65-79,203.5,158.6,189.6,1.3,1.1,45707,44146.0,170344.0,93,70.0,323.0,65,79
Deaths,2023-03-18,18-29,0.0,0.0,0.0,0.0,0.0,76420,213693.0,161668.0,0,0.0,0.0,18,29
Cases,2021-05-01,30-49,274.7,25.1,0.0,10.9,0.0,365119,238588.0,0.0,1003,60.0,0.0,30,49
Hospitalizations,2023-03-25,All,7.6,4.1,7.0,1.9,1.1,541869,858761.0,1040518.0,41,35.0,73.0,999,999
Deaths,2022-06-18,50-64,0.0,0.8,0.0,0.0,0.0,42287,130631.0,238855.0,0,1.0,0.0,50,64
Hospitalizations,2023-01-14,18-29,8.9,2.3,1.2,3.9,7.4,78419,213045.0,161631.0,7,5.0,2.0,18,29
Deaths,2021-05-15,18-29,0.4,0.0,0.0,0.0,0.0,265014,159262.0,0.0,1,0.0,0.0,18,29
Cases,2023-11-25,80+,75.4,77.3,168.9,1.0,0.4,23887,11638.0,47353.0,18,9.0,80.0,80,200
Deaths,2021-10-30,30-49,0.5,0.0,0.0,0.0,0.0,203492,531626.0,24199.0,1,0.0,0.0,30,49
Cases,2023-04-01,18-29,85.4,23.8,38.3,3.6,2.2,76086,213847.0,161677.0,65,51.0,62.0,18,29
Hospitalizations,2021-04-10,65-79,52.3,3.7,0.0,14.1,0.0,99368,107437.0,0.0,52,4.0,0.0,65,79
Hospitalizations,2022-01-22,50-64,164.5,32.7,15.3,5.0,10.8,51071,174412.0,182773.0,84,57.0,28.0,50,64
Cases,2021-12-04,30-49,590.8,229.0,59.2,2.6,10.0,185523,469462.0,103054.0,1096,1075.0,61.0,30,49
Deaths,2021-11-06,65-79,6.9,1.2,0.0,5.8,0.0,58116,160017.0,41816.0,4,2.0,0.0,65,79
Deaths,2023-08-26,80+,4.1,0.0,2.1,0.0,2.0,24464,11380.0,47133.0,1,0.0,1.0,80,200
Hospitalizations,2023-09-23,80+,16.4,52.7,65.8,0.3,0.2,24430,11380.0,47134.0,4,6.0,31.0,80,200
Cases,2023-07-01,80+,4.1,26.4,23.3,0.2,0.2,24502,11383.0,47130.0,1,3.0,11.0,80,200
Cases,2023-06-10,All,15.7,6.4,11.8,2.5,1.3,534086,860351.0,1040691.0,84,55.0,123.0,999,999
Hospitalizations,2023-03-25,65-79,22.5,16.1,12.8,1.4,1.8,39930,43424.0,171711.0,9,7.0,22.0,65,79
Deaths,2022-10-15,65-79,0.0,0.0,0.0,0.0,0.0,43523,43397.0,171429.0,0,0.0,0.0,65,79
Hospitalizations,2021-09-25,All,14.1,3.1,0.0,4.5,0.0,1021435,1498444.0,0.0,144,46.0,0.0,999,999
Cases,2022-10-29,30-49,165.8,74.2,109.8,2.2,1.5,118225,276436.0,347042.0,196,205.0,381.0,30,49
Hospitalizations,2023-05-06,30-49,2.8,0.7,0.6,4.0,4.7,109056,278396.0,347295.0,3,2.0,2.0,30,49
Deaths,2023-04-22,All,0.2,0.0,0.1,0.0,2.0,538932,859890.0,1040601.0,1,0.0,1.0,999,999
Cases,2022-07-16,80+,151.6,274.9,268.6,0.6,0.6,26383,12003.0,46163.0,40,33.0,124.0,80,200
Cases,2022-09-17,80+,76.6,193.3,170.1,0.4,0.5,26096,11381.0,47028.0,20,22.0,80.0,80,200
Deaths,2023-07-01,30-49,0.0,0.0,0.0,0.0,0.0,107930,278403.0,347308.0,0,0.0,0.0,30,49
Deaths,2022-12-03,30-49,0.0,0.0,0.0,0.0,0.0,114875,276921.0,347113.0,0,0.0,0.0,30,49
Deaths,2022-12-24,18-29,0.0,0.0,0.0,0.0,0.0,79625,212863.0,161605.0,0,0.0,0.0,18,29
Hospitalizations,2022-05-14,18-29,4.2,1.4,4.6,3.0,0.9,96186,217174.0,151504.0,4,3.0,7.0,18,29
Deaths,2021-07-10,30-49,0.4,0.0,0.0,0.0,0.0,280996,481217.0,0.0,1,0.0,0.0,30,49
Hospitalizations,2022-04-16,80+,11.1,14.7,18.3,0.8,0.6,26947,13608.0,43669.0,3,2.0,8.0,80,200
Deaths,2022-02-12,18-29,0.9,0.0,0.0,0.0,0.0,105504,222132.0,129112.0,1,0.0,0.0,18,29
Hospitalizations,2022-02-12,All,11.8,6.5,5.8,1.8,2.0,684647,914673.0,848563.0,81,59.0,49.0,999,999
Deaths,2021-11-13,18-29,0.0,0.0,0.0,0.0,0.0,160183,311808.0,14313.0,0,0.0,0.0,18,29
Deaths,2023-11-18,50-64,0.0,0.0,0.4,0.0,0.0,29998,125698.0,247977.0,0,0.0,1.0,50,64
Cases,2021-08-28,65-79,167.0,62.6,0.0,2.7,0.0,65885,194871.0,0.0,110,122.0,0.0,65,79
Cases,2022-06-18,All,209.4,127.2,226.9,1.6,0.9,638877,871208.0,984294.0,1338,1108.0,2233.0,999,999
Deaths,2023-04-15,80+,0.0,0.0,0.0,0.0,0.0,24612,11385.0,47126.0,0,0.0,0.0,80,200
Cases,2023-08-12,80+,20.4,61.5,63.7,0.3,0.3,24472,11382.0,47131.0,5,7.0,30.0,80,200
Hospitalizations,2023-04-01,All,7.6,2.4,5.9,3.2,1.3,541142,859045.0,1040539.0,41,21.0,61.0,999,999
Deaths,2022-05-28,18-29,0.0,0.0,0.0,0.0,0.0,95327,216374.0,152861.0,0,0.0,0.0,18,29
Deaths,2023-09-23,30-49,0.0,0.0,0.0,0.0,0.0,106401,278395.0,347328.0,0,0.0,0.0,30,49
Hospitalizations,2022-12-10,50-64,36.6,14.4,10.1,2.5,3.6,35521,125371.0,246748.0,13,18.0,25.0,50,64
Cases,2022-02-05,65-79,150.7,117.2,100.7,1.3,1.5,49755,59749.0,148949.0,75,70.0,150.0,65,79
Deaths,2023-02-18,30-49,0.0,0.0,0.0,0.0,0.0,110993,277757.0,347252.0,0,0.0,0.0,30,49
Cases,2021-10-02,50-64,220.0,50.6,0.0,4.3,0.0,79080,330032.0,0.0,174,167.0,0.0,50,64
Deaths,2022-12-31,80+,8.1,17.6,4.2,0.5,1.9,24824,11367.0,47117.0,2,2.0,2.0,80,200
Deaths,2022-06-25,65-79,0.0,2.2,0.0,0.0,0.0,46578,46462.0,167052.0,0,1.0,0.0,65,79
Hospitalizations,2023-03-11,50-64,29.7,6.4,6.5,4.6,4.6,33710,125621.0,246881.0,10,8.0,16.0,50,64
Cases,2023-07-01,50-64,18.4,6.4,10.5,2.9,1.8,32676,125733.0,246928.0,6,8.0,26.0,50,64
Hospitalizations,2022-10-22,18-29,5.9,0.5,3.1,11.8,1.9,85278,212032.0,161513.0,5,1.0,5.0,18,29
Deaths,2022-07-16,65-79,4.3,0.0,0.0,0.0,0.0,46231,45565.0,168311.0,2,0.0,0.0,65,79
Cases,2023-03-18,18-29,109.9,34.6,45.2,3.2,2.4,76420,213693.0,161668.0,84,74.0,73.0,18,29
Cases,2023-01-14,50-64,246.3,84.5,112.6,2.9,2.2,34510,125451.0,246827.0,85,106.0,278.0,50,64
Deaths,2022-05-07,18-29,0.0,0.0,0.0,0.0,0.0,96593,217622.0,150759.0,0,0.0,0.0,18,29
Cases,2023-05-06,80+,32.5,52.7,70.0,0.6,0.5,24581,11385.0,47127.0,8,6.0,33.0,80,200
Hospitalizations,2023-04-15,65-79,20.1,9.2,16.9,2.2,1.2,39800,43431.0,171719.0,8,4.0,29.0,65,79
Deaths,2023-05-06,80+,0.0,8.8,0.0,0.0,0.0,24581,11385.0,47127.0,0,1.0,0.0,80,200
Cases,2021-04-24,30-49,287.3,31.1,0.0,9.2,0.0,386715,193096.0,0.0,1111,60.0,0.0,30,49
Cases,2022-04-16,18-29,241.4,95.5,264.1,2.5,0.9,97780,218922.0,148408.0,236,209.0,392.0,18,29
Hospitalizations,2022-05-07,50-64,20.5,5.2,3.4,3.9,6.0,43830,134524.0,233206.0,9,7.0,8.0,50,64
Hospitalizations,2022-08-20,65-79,39.4,34.0,14.7,1.2,2.7,45707,44146.0,170344.0,18,15.0,25.0,65,79
Cases,2022-10-22,65-79,148.7,122.2,135.3,1.2,1.1,43032,43378.0,171472.0,64,53.0,232.0,65,79
Cases,2021-08-14,30-49,280.1,120.1,0.0,2.3,0.0,254572,504735.0,0.0,713,606.0,0.0,30,49
Hospitalizations,2022-11-26,30-49,13.9,2.9,4.9,4.8,2.8,115507,276843.0,347102.0,16,8.0,17.0,30,49
Deaths,2022-05-21,80+,0.0,0.0,4.5,0.0,0.0,26685,12893.0,44830.0,0,0.0,2.0,80,200
Cases,2021-04-03,18-29,315.2,43.9,0.0,7.2,0.0,385176,47882.0,0.0,1214,21.0,0.0,18,29
Cases,2023-02-25,80+,113.4,193.4,182.5,0.6,0.6,24695,11378.0,47124.0,28,22.0,86.0,80,200
Cases,2022-02-05,All,208.0,124.9,131.6,1.7,1.6,695615,928537.0,818642.0,1447,1160.0,1077.0,999,999
Hospitalizations,2022-08-27,80+,61.0,156.1,79.0,0.4,0.8,26217,11529.0,46830.0,16,18.0,37.0,80,200
Hospitalizations,2022-05-07,All,6.9,4.2,5.5,1.6,1.3,648754,888946.0,956808.0,45,37.0,53.0,999,999
Deaths,2023-10-07,All,0.8,0.1,0.5,8.0,1.6,522040,860669.0,1041205.0,4,1.0,5.0,999,999
Hospitalizations,2023-11-11,All,8.2,2.7,6.9,3.0,1.2,509670,862682.0,1045972.0,42,23.0,72.0,999,999
Cases,2023-07-08,65-79,22.9,11.5,15.7,2.0,1.5,39363,43427.0,171742.0,9,5.0,27.0,65,79
Deaths,2021-12-11,65-79,25.8,3.8,3.0,6.8,8.6,54236,104235.0,100914.0,14,4.0,3.0,65,79
Cases,2023-02-11,80+,93.1,202.2,180.4,0.5,0.5,24710,11376.0,47122.0,23,23.0,85.0,80,200
Cases,2021-10-02,30-49,200.7,68.3,0.0,2.9,0.0,218778,533019.0,0.0,439,364.0,0.0,30,49
Hospitalizations,2022-10-29,30-49,7.6,3.3,3.7,2.3,2.1,118225,276436.0,347042.0,9,9.0,13.0,30,49
Hospitalizations,2022-06-04,All,14.3,4.1,9.2,3.5,1.6,641809,878533.0,974045.0,92,36.0,90.0,999,999
Hospitalizations,2022-08-06,80+,64.7,51.1,66.6,1.3,1.0,26292,11735.0,46545.0,17,6.0,31.0,80,200
Deaths,2023-06-17,30-49,0.0,0.0,0.0,0.0,0.0,108176,278399.0,347307.0,0,0.0,0.0,30,49
Cases,2021-12-25,65-79,892.8,705.2,339.1,1.3,2.6,52868,86648.0,119716.0,472,611.0,406.0,65,79
Cases,2022-07-30,All,269.3,155.9,235.2,1.7,1.1,617241,853308.0,1009629.0,1662,1330.0,2375.0,999,999
Hospitalizations,2022-08-27,30-49,10.4,5.4,4.3,1.9,2.4,125403,276779.0,345420.0,13,15.0,15.0,30,49
Deaths,2022-11-19,65-79,0.0,0.0,0.0,0.0,0.0,41725,43336.0,171598.0,0,0.0,0.0,65,79
Hospitalizations,2022-06-11,65-79,29.9,25.5,9.0,1.2,3.3,46831,47037.0,166138.0,14,12.0,15.0,65,79
Hospitalizations,2021-10-02,All,12.7,3.1,0.0,4.1,0.0,1009399,1510653.0,0.0,128,47.0,0.0,999,999
Cases,2023-06-24,65-79,10.2,18.4,21.0,0.6,0.5,39394,43428.0,171739.0,4,8.0,36.0,65,79
Deaths,2023-10-14,30-49,0.0,0.0,0.0,0.0,0.0,104020,278747.0,347612.0,0,0.0,0.0,30,49
Deaths,2022-08-13,30-49,0.0,0.0,0.0,0.0,0.0,125984,277655.0,344132.0,0,0.0,0.0,30,49
Deaths,2021-05-15,50-64,7.2,0.0,0.0,0.0,0.0,139168,218624.0,0.0,10,0.0,0.0,50,64
Hospitalizations,2022-12-24,All,15.4,6.8,13.1,2.3,1.2,556867,853365.0,1040060.0,86,58.0,136.0,999,999
Deaths,2022-02-26,50-64,8.6,2.1,0.9,4.1,9.6,46700,145752.0,217214.0,4,3.0,2.0,50,64
Hospitalizations,2022-07-02,All,12.7,5.8,9.3,2.2,1.4,631303,865202.0,992967.0,80,50.0,92.0,999,999
Deaths,2021-04-10,30-49,0.9,0.0,0.0,0.0,0.0,455598,123661.0,0.0,4,0.0,0.0,30,49
Hospitalizations,2022-10-08,65-79,6.8,27.6,14.6,0.2,0.5,43949,43409.0,171395.0,3,12.0,25.0,65,79
Deaths,2023-07-29,50-64,3.1,0.0,0.4,0.0,7.8,32542,125729.0,246933.0,1,0.0,1.0,50,64
Hospitalizations,2022-01-01,18-29,86.3,18.0,9.7,4.8,8.9,135521,266118.0,72360.0,117,48.0,7.0,18,29
Cases,2022-02-12,18-29,216.1,76.5,126.2,2.8,1.7,105504,222132.0,129112.0,228,170.0,163.0,18,29
Hospitalizations,2023-04-01,65-79,12.5,11.5,12.2,1.1,1.0,39878,43429.0,171712.0,5,5.0,21.0,65,79
Hospitalizations,2021-04-24,All,21.6,1.7,0.0,12.7,0.0,1530109,593621.0,0.0,330,10.0,0.0,999,999
Hospitalizations,2021-06-26,50-64,6.3,1.0,0.0,6.3,0.0,111605,294901.0,0.0,7,3.0,0.0,50,64
Cases,2022-03-12,30-49,50.5,16.7,44.0,3.0,1.1,134617,294114.0,317904.0,68,49.0,140.0,30,49
Hospitalizations,2023-07-29,30-49,1.9,0.7,0.3,2.7,6.3,107515,278402.0,347313.0,2,2.0,1.0,30,49
Cases,2023-09-02,65-79,66.4,50.7,48.9,1.3,1.4,39162,43414.0,171755.0,26,22.0,84.0,65,79
Cases,2023-06-24,80+,24.5,0.0,53.0,0.0,0.5,24509,11383.0,47130.0,6,0.0,25.0,80,200
Cases,2023-04-08,50-64,77.8,33.4,45.0,2.3,1.7,33404,125694.0,246895.0,26,42.0,111.0,50,64
Hospitalizations,2022-09-03,50-64,42.2,8.0,8.1,5.3,5.2,40251,125600.0,245831.0,17,10.0,20.0,50,64
Hospitalizations,2021-11-27,65-79,104.0,19.6,4.9,5.3,21.2,55747,122640.0,81384.0,58,24.0,4.0,65,79
Deaths,2023-02-18,18-29,0.0,0.0,0.0,0.0,0.0,77142,213438.0,161646.0,0,0.0,0.0,18,29
Deaths,2022-10-22,65-79,2.3,2.3,0.6,1.0,3.8,43032,43378.0,171472.0,1,1.0,1.0,65,79
Cases,2023-02-04,80+,68.8,105.5,97.6,0.7,0.7,24721,11375.0,47121.0,17,12.0,46.0,80,200
Deaths,2021-06-19,18-29,0.0,0.0,0.0,0.0,0.0,232120,245040.0,0.0,0,0.0,0.0,18,29
Hospitalizations,2023-07-01,30-49,0.9,0.0,0.0,0.0,0.0,107930,278403.0,347308.0,1,0.0,0.0,30,49
Cases,2023-09-16,50-64,120.9,35.8,46.2,3.4,2.6,32248,125721.0,246942.0,39,45.0,114.0,50,64
Cases,2023-06-24,18-29,21.5,5.1,5.6,4.2,3.8,74402,214137.0,161700.0,16,11.0,9.0,18,29
Cases,2023-07-15,50-64,18.4,5.6,15.0,3.3,1.2,32602,125728.0,246933.0,6,7.0,37.0,50,64
Hospitalizations,2022-07-16,18-29,12.9,3.3,2.5,3.9,5.2,93079,214025.0,156874.0,12,7.0,4.0,18,29
Hospitalizations,2023-10-14,All,5.8,2.3,4.4,2.5,1.3,519565,861107.0,1041683.0,30,20.0,46.0,999,999
Hospitalizations,2023-04-15,30-49,2.7,2.9,1.4,0.9,1.9,109559,278257.0,347286.0,3,8.0,5.0,30,49
Deaths,2022-03-05,50-64,2.2,0.0,0.0,0.0,0.0,46352,143917.0,219986.0,1,0.0,0.0,50,64
Cases,2023-10-07,65-79,51.8,29.9,53.0,1.7,1.0,38643,43457.0,171823.0,20,13.0,91.0,65,79
Cases,2022-12-10,30-49,285.1,123.1,157.0,2.3,1.8,114339,276994.0,347125.0,326,341.0,545.0,30,49
Cases,2023-10-21,50-64,90.0,31.0,34.4,2.9,2.6,31095,125782.0,247254.0,28,39.0,85.0,50,64
Cases,2023-09-09,50-64,102.3,44.5,57.5,2.3,1.8,32271,125723.0,246940.0,33,56.0,142.0,50,64
Cases,2023-05-13,80+,28.5,52.7,78.5,0.5,0.4,24575,11384.0,47128.0,7,6.0,37.0,80,200
Deaths,2021-04-24,65-79,14.4,0.0,0.0,0.0,0.0,90355,140945.0,0.0,13,0.0,0.0,65,79
Cases,2022-01-29,50-64,547.3,173.2,175.0,3.2,3.1,49696,165132.0,193153.0,272,286.0,338.0,50,64
Cases,2022-01-15,80+,986.3,1032.4,477.3,1.0,2.1,27679,18306.0,38129.0,273,189.0,182.0,80,200
Deaths,2023-11-11,All,0.2,0.0,0.3,0.0,0.7,509670,862682.0,1045972.0,1,0.0,3.0,999,999
Cases,2022-06-04,65-79,198.1,130.6,194.0,1.5,1.0,46947,47490.0,165480.0,93,62.0,321.0,65,79
Deaths,2022-07-16,18-29,0.0,0.0,0.0,0.0,0.0,93079,214025.0,156874.0,0,0.0,0.0,18,29
Cases,2022-12-03,80+,180.2,369.2,246.3,0.5,0.7,24971,11375.0,47102.0,45,42.0,116.0,80,200
Hospitalizations,2021-04-10,50-64,53.1,2.5,0.0,21.2,0.0,207234,80426.0,0.0,110,2.0,0.0,50,64
Deaths,2021-05-08,30-49,1.4,0.0,0.0,0.0,0.0,350842,287155.0,0.0,5,0.0,0.0,30,49
Hospitalizations,2023-07-08,30-49,0.9,0.4,0.0,2.2,0.0,107855,278403.0,347309.0,1,1.0,0.0,30,49
Deaths,2021-10-09,65-79,16.3,0.0,0.0,0.0,0.0,61521,191460.0,0.0,10,0.0,0.0,65,79
Cases,2021-10-16,18-29,146.3,55.7,0.0,2.6,0.0,170186,312457.0,0.0,249,174.0,0.0,18,29
Cases,2021-09-04,All,196.4,75.6,0.0,2.6,0.0,1059836,1462025.0,0.0,2081,1105.0,0.0,999,999
Cases,2022-06-25,30-49,339.4,163.5,301.3,2.1,1.1,128154,281330.0,338834.0,435,460.0,1021.0,30,49
Deaths,2022-12-17,65-79,0.0,2.3,0.0,0.0,0.0,40932,43361.0,171648.0,0,1.0,0.0,65,79
Cases,2021-11-06,50-64,241.3,60.6,35.8,4.0,6.7,70859,318525.0,25135.0,171,193.0,9.0,50,64
Hospitalizations,2023-02-25,50-64,38.4,11.1,6.1,3.5,6.3,33861,125587.0,246869.0,13,14.0,15.0,50,64
Cases,2023-01-21,50-64,235.5,82.1,104.1,2.9,2.3,34398,125483.0,246834.0,81,103.0,257.0,50,64
Cases,2022-09-17,All,135.9,77.4,121.7,1.8,1.1,599179,840837.0,1035714.0,814,651.0,1260.0,999,999
Hospitalizations,2022-03-26,All,2.7,1.7,1.6,1.6,1.7,659972,904268.0,925908.0,18,15.0,15.0,999,999
Cases,2022-12-10,18-29,254.7,78.5,112.0,3.2,2.3,80480,212671.0,161589.0,205,167.0,181.0,18,29
Cases,2022-11-05,All,160.6,81.3,115.8,2.0,1.4,573510,847144.0,1039435.0,921,689.0,1204.0,999,999
Hospitalizations,2021-10-09,18-29,5.8,0.0,0.0,0.0,0.0,172892,311257.0,0.0,10,0.0,0.0,18,29
Deaths,2021-04-17,65-79,7.4,0.0,0.0,0.0,0.0,94416,124678.0,0.0,7,0.0,0.0,65,79
Deaths,2021-11-06,18-29,0.0,0.0,0.0,0.0,0.0,162718,313731.0,10229.0,0,0.0,0.0,18,29
Cases,2021-05-15,65-79,118.5,14.4,0.0,8.2,0.0,81874,166358.0,0.0,97,24.0,0.0,65,79
Deaths,2023-04-01,65-79,5.0,2.3,0.0,2.2,0.0,39878,43429.0,171712.0,2,1.0,0.0,65,79
Cases,2022-07-16,50-64,520.2,193.3,270.4,2.7,1.9,41521,128806.0,241470.0,216,249.0,653.0,50,64
Hospitalizations,2023-01-14,65-79,54.4,34.6,25.0,1.6,2.2,40444,43375.0,171679.0,22,15.0,43.0,65,79
Cases,2022-01-22,50-64,1057.4,410.5,333.2,2.6,3.2,51071,174412.0,182773.0,540,716.0,609.0,50,64
